"","SPECIES","REGION","DISTRICT","YEAR","SIZE_BIN","MIDPOINT","NUM_IMMATURE","NUM_MATURE","TOTAL_CRAB","PROP_MATURE"
"336","SNOW","EBS","ALL",2005,"150-160",155,0,0,0,1
"337","SNOW","EBS","ALL",2005,"160-170",165,0,0,0,1
"338","SNOW","EBS","ALL",2005,"170-180",175,0,0,0,1
"339","SNOW","EBS","ALL",2005,"180-190",185,0,0,0,1
"340","SNOW","EBS","ALL",2005,"190-200",195,0,0,0,1
"341","SNOW","EBS","ALL",2006,"0-10",5,0,0,0,0
"342","SNOW","EBS","ALL",2006,"10-20",15,0,1,1,0
"343","SNOW","EBS","ALL",2006,"20-30",25,3,1,4,0
"344","SNOW","EBS","ALL",2006,"30-40",35,78.7778,0,78.7778,0
"345","SNOW","EBS","ALL",2006,"40-50",45,96.966,8,104.966,0.076215155383648
"346","SNOW","EBS","ALL",2006,"50-60",55,294.6619,52.9548,347.6167,0.152336754822194
"347","SNOW","EBS","ALL",2006,"60-70",65,265.1025,169.031,434.1335,0.389352583940194
"348","SNOW","EBS","ALL",2006,"70-80",75,290.8499,228.6666,519.5165,0.440152718922306
"349","SNOW","EBS","ALL",2006,"80-90",85,352.4451,250.2782,602.7233,0.415245602750051
"350","SNOW","EBS","ALL",2006,"90-100",95,96.6284,144.1881,240.8165,0.598746763614619
"351","SNOW","EBS","ALL",2006,"100-110",105,31.9622,97.2661,129.2283,0.752668726586978
"352","SNOW","EBS","ALL",2006,"110-120",115,3,36.6545,39.6545,0.924346543267473
"353","SNOW","EBS","ALL",2006,"120-130",125,0,25.7745,25.7745,1
"354","SNOW","EBS","ALL",2006,"130-140",135,0,1,1,1
"355","SNOW","EBS","ALL",2006,"140-150",145,0,0,0,1
"356","SNOW","EBS","ALL",2006,"150-160",155,0,0,0,1
"357","SNOW","EBS","ALL",2006,"160-170",165,0,0,0,1
"358","SNOW","EBS","ALL",2006,"170-180",175,0,0,0,1
"359","SNOW","EBS","ALL",2006,"180-190",185,0,0,0,1
"360","SNOW","EBS","ALL",2006,"190-200",195,0,0,0,1
"361","SNOW","EBS","ALL",2007,"0-10",5,0,0,0,0
"362","SNOW","EBS","ALL",2007,"10-20",15,0,0,0,0
"363","SNOW","EBS","ALL",2007,"20-30",25,0,0,0,0
"364","SNOW","EBS","ALL",2007,"30-40",35,0,0,0,0
"365","SNOW","EBS","ALL",2007,"40-50",45,30.734,0,30.734,0
"366","SNOW","EBS","ALL",2007,"50-60",55,156.4973,23.1458,179.6431,0.128843245301378
"367","SNOW","EBS","ALL",2007,"60-70",65,403.2163,259.0698,662.2861,0.391175052594339
"368","SNOW","EBS","ALL",2007,"70-80",75,226.3825,242.8491,469.2316,0.517546345983519
"369","SNOW","EBS","ALL",2007,"80-90",85,269.7289,242.0575,511.7864,0.472965870136448
"370","SNOW","EBS","ALL",2007,"90-100",95,280.2458,230.6768,510.9226,0.451490695459547
"371","SNOW","EBS","ALL",2007,"100-110",105,78.716,371.867,450.583,0.825301886666829
"372","SNOW","EBS","ALL",2007,"110-120",115,14.1211,121.7939,135.915,0.896103447007321
"373","SNOW","EBS","ALL",2007,"120-130",125,5.6575,15.7,21.3575,0.735104764134379
"374","SNOW","EBS","ALL",2007,"130-140",135,0,2.8376,2.8376,1
"375","SNOW","EBS","ALL",2007,"140-150",145,0,0,0,1
"376","SNOW","EBS","ALL",2007,"150-160",155,0,0,0,1
"377","SNOW","EBS","ALL",2007,"160-170",165,0,0,0,1
"378","SNOW","EBS","ALL",2007,"170-180",175,0,0,0,1
"379","SNOW","EBS","ALL",2007,"180-190",185,0,0,0,1
"380","SNOW","EBS","ALL",2007,"190-200",195,0,0,0,1
"381","SNOW","EBS","ALL",2008,"0-10",5,0,0,0,0
"382","SNOW","EBS","ALL",2008,"10-20",15,0,0,0,0
"383","SNOW","EBS","ALL",2008,"20-30",25,0,0,0,0
"384","SNOW","EBS","ALL",2008,"30-40",35,0,0,0,0
"385","SNOW","EBS","ALL",2008,"40-50",45,0,0,0,NA
"386","SNOW","EBS","ALL",2008,"50-60",55,0,0,0,NA
"387","SNOW","EBS","ALL",2008,"60-70",65,0,0,0,NA
"388","SNOW","EBS","ALL",2008,"70-80",75,0,0,0,NA
"389","SNOW","EBS","ALL",2008,"80-90",85,0,0,0,NA
"390","SNOW","EBS","ALL",2008,"90-100",95,0,0,0,NA
"391","SNOW","EBS","ALL",2008,"100-110",105,0,0,0,NA
"392","SNOW","EBS","ALL",2008,"110-120",115,0,0,0,NA
"393","SNOW","EBS","ALL",2008,"120-130",125,0,0,0,NA
"394","SNOW","EBS","ALL",2008,"130-140",135,0,0,0,1
"395","SNOW","EBS","ALL",2008,"140-150",145,0,0,0,1
"396","SNOW","EBS","ALL",2008,"150-160",155,0,0,0,1
"397","SNOW","EBS","ALL",2008,"160-170",165,0,0,0,1
"398","SNOW","EBS","ALL",2008,"170-180",175,0,0,0,1
"399","SNOW","EBS","ALL",2008,"180-190",185,0,0,0,1
"400","SNOW","EBS","ALL",2008,"190-200",195,0,0,0,1
"401","SNOW","EBS","ALL",2009,"0-10",5,0,0,0,0
"402","SNOW","EBS","ALL",2009,"10-20",15,1,1,2,0
"403","SNOW","EBS","ALL",2009,"20-30",25,5,0,5,0
"404","SNOW","EBS","ALL",2009,"30-40",35,27,1,28,0
"405","SNOW","EBS","ALL",2009,"40-50",45,38,0,38,0
"406","SNOW","EBS","ALL",2009,"50-60",55,3,2,5,0.4
"407","SNOW","EBS","ALL",2009,"60-70",65,14,6,20,0.3
"408","SNOW","EBS","ALL",2009,"70-80",75,9,4,13,0.307692307692308
"409","SNOW","EBS","ALL",2009,"80-90",85,16,5,21,0.238095238095238
"410","SNOW","EBS","ALL",2009,"90-100",95,38,4,42,0.0952380952380952
"411","SNOW","EBS","ALL",2009,"100-110",105,14,23,37,0.621621621621622
"412","SNOW","EBS","ALL",2009,"110-120",115,2,27,29,0.931034482758621
"413","SNOW","EBS","ALL",2009,"120-130",125,1,3,4,0.75
"414","SNOW","EBS","ALL",2009,"130-140",135,0,0,0,1
"415","SNOW","EBS","ALL",2009,"140-150",145,0,0,0,1
"416","SNOW","EBS","ALL",2009,"150-160",155,0,0,0,1
"417","SNOW","EBS","ALL",2009,"160-170",165,0,0,0,1
"418","SNOW","EBS","ALL",2009,"170-180",175,0,0,0,1
"419","SNOW","EBS","ALL",2009,"180-190",185,0,0,0,1
"420","SNOW","EBS","ALL",2009,"190-200",195,0,0,0,1
"421","SNOW","EBS","ALL",2010,"0-10",5,0,0,0,0
"422","SNOW","EBS","ALL",2010,"10-20",15,0,0,0,0
"423","SNOW","EBS","ALL",2010,"20-30",25,0,0,0,0
"424","SNOW","EBS","ALL",2010,"30-40",35,115.023,0,115.023,0
"425","SNOW","EBS","ALL",2010,"40-50",45,3297.0564,8.8934,3305.9498,0.00269011949304251
"426","SNOW","EBS","ALL",2010,"50-60",55,2770.8003,285.1557,3055.956,0.0933114547460762
"427","SNOW","EBS","ALL",2010,"60-70",65,440.1752,300.6244,740.7996,0.405810694282232
"428","SNOW","EBS","ALL",2010,"70-80",75,73.2936,125.0332,198.3268,0.630440263242285
"429","SNOW","EBS","ALL",2010,"80-90",85,22.6945,28.5692,51.2637,0.557298829386096
"430","SNOW","EBS","ALL",2010,"90-100",95,6,60.4597,66.4597,0.909719724885908
"431","SNOW","EBS","ALL",2010,"100-110",105,4,129.9616,133.9616,0.970140697035568
"432","SNOW","EBS","ALL",2010,"110-120",115,3,48.8946,51.8946,0.942190516932398
"433","SNOW","EBS","ALL",2010,"120-130",125,0,45.6091,45.6091,1
"434","SNOW","EBS","ALL",2010,"130-140",135,0,3,3,1
"435","SNOW","EBS","ALL",2010,"140-150",145,0,0,0,1
"436","SNOW","EBS","ALL",2010,"150-160",155,0,0,0,1
"437","SNOW","EBS","ALL",2010,"160-170",165,0,0,0,1
"438","SNOW","EBS","ALL",2010,"170-180",175,0,0,0,1
"439","SNOW","EBS","ALL",2010,"180-190",185,0,0,0,1
"440","SNOW","EBS","ALL",2010,"190-200",195,0,0,0,1
"441","SNOW","EBS","ALL",2011,"0-10",5,0,0,0,0
"442","SNOW","EBS","ALL",2011,"10-20",15,0,0,0,0
"443","SNOW","EBS","ALL",2011,"20-30",25,1,0,1,0
"444","SNOW","EBS","ALL",2011,"30-40",35,2,1,3,0
"445","SNOW","EBS","ALL",2011,"40-50",45,35.8472,0,35.8472,0
"446","SNOW","EBS","ALL",2011,"50-60",55,115.1207,13.007,128.1277,0.101515909518395
"447","SNOW","EBS","ALL",2011,"60-70",65,63.3253,11.4548,74.7801,0.153179789810391
"448","SNOW","EBS","ALL",2011,"70-80",75,26.81,27.1831,53.9931,0.503455071110938
"449","SNOW","EBS","ALL",2011,"80-90",85,27.543,12.2655,39.8085,0.308112589019933
"450","SNOW","EBS","ALL",2011,"90-100",95,16.908,13.679,30.587,0.447216137574787
"451","SNOW","EBS","ALL",2011,"100-110",105,1,23.679,24.679,0.95947971959966
"452","SNOW","EBS","ALL",2011,"110-120",115,0,28.55,28.55,1
"453","SNOW","EBS","ALL",2011,"120-130",125,1,6,7,0.857142857142857
"454","SNOW","EBS","ALL",2011,"130-140",135,0,2,2,1
"455","SNOW","EBS","ALL",2011,"140-150",145,0,0,0,1
"456","SNOW","EBS","ALL",2011,"150-160",155,0,0,0,1
"457","SNOW","EBS","ALL",2011,"160-170",165,0,0,0,1
"458","SNOW","EBS","ALL",2011,"170-180",175,0,0,0,1
"459","SNOW","EBS","ALL",2011,"180-190",185,0,0,0,1
"460","SNOW","EBS","ALL",2011,"190-200",195,0,0,0,1
"461","SNOW","EBS","ALL",2012,"0-10",5,0,0,0,0
"462","SNOW","EBS","ALL",2012,"10-20",15,0,0,0,0
"463","SNOW","EBS","ALL",2012,"20-30",25,0,0,0,0
"464","SNOW","EBS","ALL",2012,"30-40",35,0,0,0,0
"465","SNOW","EBS","ALL",2012,"40-50",45,0,0,0,NA
"466","SNOW","EBS","ALL",2012,"50-60",55,0,0,0,NA
"467","SNOW","EBS","ALL",2012,"60-70",65,0,0,0,NA
"468","SNOW","EBS","ALL",2012,"70-80",75,0,0,0,NA
"469","SNOW","EBS","ALL",2012,"80-90",85,0,0,0,NA
"470","SNOW","EBS","ALL",2012,"90-100",95,0,0,0,NA
"471","SNOW","EBS","ALL",2012,"100-110",105,0,1,1,1
"472","SNOW","EBS","ALL",2012,"110-120",115,0,0,0,NA
"473","SNOW","EBS","ALL",2012,"120-130",125,0,0,0,NA
"474","SNOW","EBS","ALL",2012,"130-140",135,0,0,0,1
"475","SNOW","EBS","ALL",2012,"140-150",145,0,0,0,1
"476","SNOW","EBS","ALL",2012,"150-160",155,0,0,0,1
"477","SNOW","EBS","ALL",2012,"160-170",165,0,0,0,1
"478","SNOW","EBS","ALL",2012,"170-180",175,0,0,0,1
"479","SNOW","EBS","ALL",2012,"180-190",185,0,0,0,1
"480","SNOW","EBS","ALL",2012,"190-200",195,0,0,0,1
"481","SNOW","EBS","ALL",2013,"0-10",5,0,0,0,0
"482","SNOW","EBS","ALL",2013,"10-20",15,0,0,0,0
"483","SNOW","EBS","ALL",2013,"20-30",25,18.6373,0,18.6373,0
"484","SNOW","EBS","ALL",2013,"30-40",35,262.6474,0,262.6474,0
"485","SNOW","EBS","ALL",2013,"40-50",45,381.9715,0,381.9715,0
"486","SNOW","EBS","ALL",2013,"50-60",55,397.0743,27.4835,424.5578,0.0647344130763821
"487","SNOW","EBS","ALL",2013,"60-70",65,192.1519,80.5942,272.7461,0.29549166789186
"488","SNOW","EBS","ALL",2013,"70-80",75,98.6361,108.1343,206.7704,0.522967987681022
"489","SNOW","EBS","ALL",2013,"80-90",85,58.6393,72.4436,131.0829,0.552654846665736
"490","SNOW","EBS","ALL",2013,"90-100",95,26.5326,63.7041,90.2367,0.705966641067326
"491","SNOW","EBS","ALL",2013,"100-110",105,6,57.4965,63.4965,0.905506602726134
"492","SNOW","EBS","ALL",2013,"110-120",115,6,18,24,0.75
"493","SNOW","EBS","ALL",2013,"120-130",125,0,3,3,1
"494","SNOW","EBS","ALL",2013,"130-140",135,0,0,0,1
"495","SNOW","EBS","ALL",2013,"140-150",145,0,0,0,1
"496","SNOW","EBS","ALL",2013,"150-160",155,0,0,0,1
"497","SNOW","EBS","ALL",2013,"160-170",165,0,0,0,1
"498","SNOW","EBS","ALL",2013,"170-180",175,0,0,0,1
"499","SNOW","EBS","ALL",2013,"180-190",185,0,0,0,1
"500","SNOW","EBS","ALL",2013,"190-200",195,0,0,0,1
"501","SNOW","EBS","ALL",2014,"0-10",5,0,0,0,0
"502","SNOW","EBS","ALL",2014,"10-20",15,0,0,0,0
"503","SNOW","EBS","ALL",2014,"20-30",25,0,0,0,0
"504","SNOW","EBS","ALL",2014,"30-40",35,0,0,0,0
"505","SNOW","EBS","ALL",2014,"40-50",45,0,0,0,NA
"506","SNOW","EBS","ALL",2014,"50-60",55,0,0,0,NA
"507","SNOW","EBS","ALL",2014,"60-70",65,0,0,0,NA
"508","SNOW","EBS","ALL",2014,"70-80",75,0,0,0,NA
"509","SNOW","EBS","ALL",2014,"80-90",85,0,0,0,NA
"510","SNOW","EBS","ALL",2014,"90-100",95,0,0,0,NA
"511","SNOW","EBS","ALL",2014,"100-110",105,0,0,0,NA
"512","SNOW","EBS","ALL",2014,"110-120",115,0,0,0,NA
"513","SNOW","EBS","ALL",2014,"120-130",125,0,0,0,NA
"514","SNOW","EBS","ALL",2014,"130-140",135,0,0,0,1
"515","SNOW","EBS","ALL",2014,"140-150",145,0,0,0,1
"516","SNOW","EBS","ALL",2014,"150-160",155,0,0,0,1
"517","SNOW","EBS","ALL",2014,"160-170",165,0,0,0,1
"518","SNOW","EBS","ALL",2014,"170-180",175,0,0,0,1
"519","SNOW","EBS","ALL",2014,"180-190",185,0,0,0,1
"520","SNOW","EBS","ALL",2014,"190-200",195,0,0,0,1
"521","SNOW","EBS","ALL",2015,"0-10",5,0,0,0,0
"522","SNOW","EBS","ALL",2015,"10-20",15,1,0,1,0
"523","SNOW","EBS","ALL",2015,"20-30",25,39.92704,1,40.92704,0
"524","SNOW","EBS","ALL",2015,"30-40",35,66.20366,13.96352,80.16718,0
"525","SNOW","EBS","ALL",2015,"40-50",45,89.17918,0,89.17918,0
"526","SNOW","EBS","ALL",2015,"50-60",55,65.4466,9.30252,74.74912,0.124449893189378
"527","SNOW","EBS","ALL",2015,"60-70",65,86.89508,51.46344,138.35852,0.371957144381134
"528","SNOW","EBS","ALL",2015,"70-80",75,31.78323,34.76272,66.54595,0.52238671173828
"529","SNOW","EBS","ALL",2015,"80-90",85,16,16.32694,32.32694,0.505056773081523
"530","SNOW","EBS","ALL",2015,"90-100",95,18,23,41,0.560975609756098
"531","SNOW","EBS","ALL",2015,"100-110",105,1,38,39,0.974358974358974
"532","SNOW","EBS","ALL",2015,"110-120",115,0,39,39,1
"533","SNOW","EBS","ALL",2015,"120-130",125,0,13,13,1
"534","SNOW","EBS","ALL",2015,"130-140",135,0,2,2,1
"535","SNOW","EBS","ALL",2015,"140-150",145,0,0,0,1
"536","SNOW","EBS","ALL",2015,"150-160",155,0,0,0,1
"537","SNOW","EBS","ALL",2015,"160-170",165,0,0,0,1
"538","SNOW","EBS","ALL",2015,"170-180",175,0,0,0,1
"539","SNOW","EBS","ALL",2015,"180-190",185,0,0,0,1
"540","SNOW","EBS","ALL",2015,"190-200",195,0,0,0,1
"541","SNOW","EBS","ALL",2016,"0-10",5,0,0,0,0
"542","SNOW","EBS","ALL",2016,"10-20",15,0,0,0,0
"543","SNOW","EBS","ALL",2016,"20-30",25,0,0,0,0
"544","SNOW","EBS","ALL",2016,"30-40",35,1,0,1,0
"545","SNOW","EBS","ALL",2016,"40-50",45,0,0,0,NA
"546","SNOW","EBS","ALL",2016,"50-60",55,0,0,0,NA
"547","SNOW","EBS","ALL",2016,"60-70",65,0,0,0,NA
"548","SNOW","EBS","ALL",2016,"70-80",75,0,0,0,NA
"549","SNOW","EBS","ALL",2016,"80-90",85,0,0,0,NA
"550","SNOW","EBS","ALL",2016,"90-100",95,0,0,0,NA
"551","SNOW","EBS","ALL",2016,"100-110",105,0,0,0,NA
"552","SNOW","EBS","ALL",2016,"110-120",115,0,0,0,NA
"553","SNOW","EBS","ALL",2016,"120-130",125,0,0,0,NA
"554","SNOW","EBS","ALL",2016,"130-140",135,0,0,0,1
"555","SNOW","EBS","ALL",2016,"140-150",145,0,0,0,1
"556","SNOW","EBS","ALL",2016,"150-160",155,0,0,0,1
"557","SNOW","EBS","ALL",2016,"160-170",165,0,0,0,1
"558","SNOW","EBS","ALL",2016,"170-180",175,0,0,0,1
"559","SNOW","EBS","ALL",2016,"180-190",185,0,0,0,1
"560","SNOW","EBS","ALL",2016,"190-200",195,0,0,0,1
"561","SNOW","EBS","ALL",2017,"0-10",5,0,0,0,0
"562","SNOW","EBS","ALL",2017,"10-20",15,0,0,0,0
"563","SNOW","EBS","ALL",2017,"20-30",25,3,0,3,0
"564","SNOW","EBS","ALL",2017,"30-40",35,382.31019,67.2883,449.59849,0
"565","SNOW","EBS","ALL",2017,"40-50",45,4273.76455,164.47448,4438.23903,0.0370584997536737
"566","SNOW","EBS","ALL",2017,"50-60",55,2997.29591,1287.15577,4284.45168,0.300424853898691
"567","SNOW","EBS","ALL",2017,"60-70",65,1511.65199,681.12125,2192.77324,0.310620924031342
"568","SNOW","EBS","ALL",2017,"70-80",75,601.49419,454.93305,1056.42724,0.430633585328602
"569","SNOW","EBS","ALL",2017,"80-90",85,187.68806,272.31125,459.99931,0.591981866233669
"570","SNOW","EBS","ALL",2017,"90-100",95,46,210.79362,256.79362,0.820867823741104
"571","SNOW","EBS","ALL",2017,"100-110",105,17,269,286,0.940559440559441
"572","SNOW","EBS","ALL",2017,"110-120",115,3,179.81512,182.81512,0.983589978771996
"573","SNOW","EBS","ALL",2017,"120-130",125,0,33,33,1
"574","SNOW","EBS","ALL",2017,"130-140",135,0,0,0,1
"575","SNOW","EBS","ALL",2017,"140-150",145,0,0,0,1
"576","SNOW","EBS","ALL",2017,"150-160",155,0,0,0,1
"577","SNOW","EBS","ALL",2017,"160-170",165,0,0,0,1
"578","SNOW","EBS","ALL",2017,"170-180",175,0,0,0,1
"579","SNOW","EBS","ALL",2017,"180-190",185,0,0,0,1
"580","SNOW","EBS","ALL",2017,"190-200",195,0,0,0,1
"581","SNOW","EBS","ALL",2018,"0-10",5,0,0,0,0
"582","SNOW","EBS","ALL",2018,"10-20",15,0,0,0,0
"583","SNOW","EBS","ALL",2018,"20-30",25,54.69497,0,54.69497,0
"584","SNOW","EBS","ALL",2018,"30-40",35,83.32115,1,84.32115,0
"585","SNOW","EBS","ALL",2018,"40-50",45,2875.95837,91.86016,2967.81853,0.0309520811570645
"586","SNOW","EBS","ALL",2018,"50-60",55,3866.46816,729.74618,4596.21434,0.158771137727228
"587","SNOW","EBS","ALL",2018,"60-70",65,1852.03331,1230.99753,3083.03084,0.399281614062609
"588","SNOW","EBS","ALL",2018,"70-80",75,683.01006,665.36766,1348.37772,0.493457916228399
"589","SNOW","EBS","ALL",2018,"80-90",85,265.88594,640.32439,906.21033,0.706595774515172
"590","SNOW","EBS","ALL",2018,"90-100",95,28,172.76699,200.76699,0.860534841908025
"591","SNOW","EBS","ALL",2018,"100-110",105,9,231.9566,240.9566,0.962648875357637
"592","SNOW","EBS","ALL",2018,"110-120",115,3,64.36193,67.36193,0.955464458931031
"593","SNOW","EBS","ALL",2018,"120-130",125,0,27.85577,27.85577,1
"594","SNOW","EBS","ALL",2018,"130-140",135,0,2,2,1
"595","SNOW","EBS","ALL",2018,"140-150",145,0,0,0,1
"596","SNOW","EBS","ALL",2018,"150-160",155,0,0,0,1
"597","SNOW","EBS","ALL",2018,"160-170",165,0,0,0,1
"598","SNOW","EBS","ALL",2018,"170-180",175,0,0,0,1
"599","SNOW","EBS","ALL",2018,"180-190",185,0,0,0,1
"600","SNOW","EBS","ALL",2018,"190-200",195,0,0,0,1
"601","SNOW","EBS","ALL",2019,"0-10",5,0,0,0,0
"602","SNOW","EBS","ALL",2019,"10-20",15,0,0,0,0
"603","SNOW","EBS","ALL",2019,"20-30",25,3,0,3,0
"604","SNOW","EBS","ALL",2019,"30-40",35,6,0,6,0
"605","SNOW","EBS","ALL",2019,"40-50",45,841.00553,167.92633,1008.93186,0.166439713778094
"606","SNOW","EBS","ALL",2019,"50-60",55,2438.73867,428.53824,2867.27691,0.149458267705298
"607","SNOW","EBS","ALL",2019,"60-70",65,1704.08015,503.08828,2207.16843,0.227933796606542
"608","SNOW","EBS","ALL",2019,"70-80",75,1751.85937,650.67726,2402.53663,0.270829277637278
"609","SNOW","EBS","ALL",2019,"80-90",85,981.71423,615.26035,1596.97458,0.385266213817881
"610","SNOW","EBS","ALL",2019,"90-100",95,131.32527,578.96242,710.28769,0.81510974799521
"611","SNOW","EBS","ALL",2019,"100-110",105,57.9053,418.07859,475.98389,0.87834609276377
"612","SNOW","EBS","ALL",2019,"110-120",115,6.34394,139.22028,145.56422,0.956418273666427
"613","SNOW","EBS","ALL",2019,"120-130",125,0,41.93596,41.93596,1
"614","SNOW","EBS","ALL",2019,"130-140",135,0,2,2,1
"615","SNOW","EBS","ALL",2019,"140-150",145,0,0,0,1
"616","SNOW","EBS","ALL",2019,"150-160",155,0,0,0,1
"617","SNOW","EBS","ALL",2019,"160-170",165,0,0,0,1
"618","SNOW","EBS","ALL",2019,"170-180",175,0,0,0,1
"619","SNOW","EBS","ALL",2019,"180-190",185,0,0,0,1
"620","SNOW","EBS","ALL",2019,"190-200",195,0,0,0,1
"621","SNOW","EBS","ALL",2021,"0-10",5,0,0,0,0
"622","SNOW","EBS","ALL",2021,"10-20",15,0,0,0,0
"623","SNOW","EBS","ALL",2021,"20-30",25,4,0,4,0
"624","SNOW","EBS","ALL",2021,"30-40",35,11,0,11,0
"625","SNOW","EBS","ALL",2021,"40-50",45,15,12.06221,27.06221,0.445721543066882
"626","SNOW","EBS","ALL",2021,"50-60",55,33.06221,41.69631,74.75852,0.557746595304455
"627","SNOW","EBS","ALL",2021,"60-70",65,52.79048,66.06221,118.85269,0.555832686664475
"628","SNOW","EBS","ALL",2021,"70-80",75,73.7356,80.99951,154.73511,0.523472080770809
"629","SNOW","EBS","ALL",2021,"80-90",85,122.99951,149.7784,272.77791,0.549085517958547
"630","SNOW","EBS","ALL",2021,"90-100",95,93.7501,195.27933,289.02943,0.675638221339605
"631","SNOW","EBS","ALL",2021,"100-110",105,13,246.01838,259.01838,0.949810511516596
"632","SNOW","EBS","ALL",2021,"110-120",115,1,74.5002,75.5002,0.986755001973505
"633","SNOW","EBS","ALL",2021,"120-130",125,0,3,3,1
"634","SNOW","EBS","ALL",2021,"130-140",135,0,1,1,1
"635","SNOW","EBS","ALL",2021,"140-150",145,0,0,0,1
"636","SNOW","EBS","ALL",2021,"150-160",155,0,0,0,1
"637","SNOW","EBS","ALL",2021,"160-170",165,0,0,0,1
"638","SNOW","EBS","ALL",2021,"170-180",175,0,0,0,1
"639","SNOW","EBS","ALL",2021,"180-190",185,0,0,0,1
"640","SNOW","EBS","ALL",2021,"190-200",195,0,0,0,1
"641","SNOW","EBS","ALL",2022,"0-10",5,0,0,0,0
"642","SNOW","EBS","ALL",2022,"10-20",15,0,0,0,0
"643","SNOW","EBS","ALL",2022,"20-30",25,16.00115,1,17.00115,0
"644","SNOW","EBS","ALL",2022,"30-40",35,135.44053,28.43872,163.87925,0
"645","SNOW","EBS","ALL",2022,"40-50",45,569.1696,6.25499,575.42459,0.0108702167211867
"646","SNOW","EBS","ALL",2022,"50-60",55,299.86233,37.09566,336.95799,0.110089866098738
"647","SNOW","EBS","ALL",2022,"60-70",65,83.92158,32.59938,116.52096,0.279772669226206
"648","SNOW","EBS","ALL",2022,"70-80",75,25,52.14158,77.14158,0.675920560610763
"649","SNOW","EBS","ALL",2022,"80-90",85,35.29004,42.36316,77.6532,0.545543004023015
"650","SNOW","EBS","ALL",2022,"90-100",95,26.11368,37.77842,63.8921,0.591284681517746
"651","SNOW","EBS","ALL",2022,"100-110",105,12.77842,92.55684,105.33526,0.878688105008712
"652","SNOW","EBS","ALL",2022,"110-120",115,4,49.11368,53.11368,0.924689835085801
"653","SNOW","EBS","ALL",2022,"120-130",125,1,13,14,0.928571428571429
"654","SNOW","EBS","ALL",2022,"130-140",135,0,2,2,1
"655","SNOW","EBS","ALL",2022,"140-150",145,0,0,0,1
"656","SNOW","EBS","ALL",2022,"150-160",155,0,0,0,1
"657","SNOW","EBS","ALL",2022,"160-170",165,0,0,0,1
"658","SNOW","EBS","ALL",2022,"170-180",175,0,0,0,1
"659","SNOW","EBS","ALL",2022,"180-190",185,0,0,0,1
"660","SNOW","EBS","ALL",2022,"190-200",195,0,0,0,1
"661","SNOW","EBS","ALL",2023,"0-10",5,0,0,0,0
"662","SNOW","EBS","ALL",2023,"10-20",15,0,0,0,0
"663","SNOW","EBS","ALL",2023,"20-30",25,1,0,1,0
"664","SNOW","EBS","ALL",2023,"30-40",35,36.37487,0,36.37487,0
"665","SNOW","EBS","ALL",2023,"40-50",45,549.01858,34.89435,583.91293,0.0597595090076186
"666","SNOW","EBS","ALL",2023,"50-60",55,900.37972,98.87786,999.25758,0.0989513234415495
"667","SNOW","EBS","ALL",2023,"60-70",65,569.7285,197.73564,767.46414,0.25764805115194
"668","SNOW","EBS","ALL",2023,"70-80",75,141.25239,51.31954,192.57193,0.266495433680288
"669","SNOW","EBS","ALL",2023,"80-90",85,36.88818,36.30728,73.19546,0.496031857713579
"670","SNOW","EBS","ALL",2023,"90-100",95,29.48392,71,100.48392,0.706580714605879
"671","SNOW","EBS","ALL",2023,"100-110",105,12.98928,126.59506,139.58434,0.90694314276229
"672","SNOW","EBS","ALL",2023,"110-120",115,2,81.73004,83.73004,0.976113710204844
"673","SNOW","EBS","ALL",2023,"120-130",125,0,25,25,1
"674","SNOW","EBS","ALL",2023,"130-140",135,0,2,2,1
"675","SNOW","EBS","ALL",2023,"140-150",145,0,0,0,1
"676","SNOW","EBS","ALL",2023,"150-160",155,0,0,0,1
"677","SNOW","EBS","ALL",2023,"160-170",165,0,0,0,1
"678","SNOW","EBS","ALL",2023,"170-180",175,0,0,0,1
"679","SNOW","EBS","ALL",2023,"180-190",185,0,0,0,1
"680","SNOW","EBS","ALL",2023,"190-200",195,0,0,0,1
"681","SNOW","EBS","ALL",2024,"0-10",5,0,0,0,0
"682","SNOW","EBS","ALL",2024,"10-20",15,0,0,0,0
"683","SNOW","EBS","ALL",2024,"20-30",25,5.07088,0,5.07088,0
"684","SNOW","EBS","ALL",2024,"30-40",35,85.62802,0,85.62802,0
"685","SNOW","EBS","ALL",2024,"40-50",45,2258.11043,173.53803,2431.64846,0.0713664137126137
"686","SNOW","EBS","ALL",2024,"50-60",55,2827.23056,423.57092,3250.80148,0.130297381309178
"687","SNOW","EBS","ALL",2024,"60-70",65,1686.99209,775.17201,2462.1641,0.314833609181451
"688","SNOW","EBS","ALL",2024,"70-80",75,472.62686,237.1258,709.75266,0.334096387888141
"689","SNOW","EBS","ALL",2024,"80-90",85,130.40519,197.24561,327.6508,0.601999476271689
"690","SNOW","EBS","ALL",2024,"90-100",95,22,52,74,0.702702702702703
"691","SNOW","EBS","ALL",2024,"100-110",105,25.15554,64,89.15554,0.717846585865556
"692","SNOW","EBS","ALL",2024,"110-120",115,3,86.15554,89.15554,0.966350941287552
"693","SNOW","EBS","ALL",2024,"120-130",125,0,28,28,1
"694","SNOW","EBS","ALL",2024,"130-140",135,0,2,2,1
"695","SNOW","EBS","ALL",2024,"140-150",145,0,0,0,1
"696","SNOW","EBS","ALL",2024,"150-160",155,0,0,0,1
